,출발시간,목적지,운항편/항공사,터미널,체크인 카운터,탑승구,출발현황,운항속보
73,09시58분,시안 (XIY),KE807대한항공,T2,A B D E G,242, 출발 ,-
74,09시58분,시안 (XIY),MU8301중국동방항공,T2,A B D E G,242, 출발 ,
75,10시00분,웨이하이 (WEH),7C8501제주항공,T1,M19-N06,, 결항 ,-
76,10시00분,웨이하이 (WEH),H19899한 에어,T1,M19-N06,, 결항 ,
77,10시09분,코타키나발루 (BKI),LJ063진에어,T1,F19-G11,49, 출발 ,-
78,10시09분,코타키나발루 (BKI),KE5787대한항공,T1,F19-G11,49, 출발 ,
79,10시10분,옌타이 (YNT),7C8701제주항공,T1,M19-N06,, 결항 ,-
80,10시10분,옌타이 (YNT),H19940한 에어,T1,M19-N06,, 결항 ,
81,10시19분,클라크필드 (CRK),KE635대한항공,T2,A B D E G,251, 출발 ,-
82,10시20분,사이판 (SPN),OZ6233아시아나항공,T1,B19-C36,12, 출발 ,-
83,10시23분,오사카/ 간사이 (KIX),OZ112아시아나항공,T1,B19-C36,27, 출발 ,-
84,10시23분,오사카/ 간사이 (KIX),NH6952전일본공수 주식회사,T1,B19-C36,27, 출발 ,
85,10시25분,세부 (CEB),8Y601팬퍼시픽항공,T1,M01-M10,36, 출발 ,-
86,10시25분,오사카/ 간사이 (KIX),MM002피치항공,T1,N07-N10,, 결항 ,-
87,10시26분,오사카/ 간사이 (KIX),LJ211진에어,T1,F19-G11,43, 출발 ,-
88,10시27분,마닐라 (MNL),KE621대한항공,T2,A B D E G,232, 출발 ,-
89,10시27분,후쿠오카 (FUK),OZ132아시아나항공,T1,B19-C36,7, 출발 ,-
90,10시27분,후쿠오카 (FUK),NH6962전일본공수 주식회사,T1,B19-C36,7, 출발 ,
91,10시29분,다낭 (DAD),TW125티웨이항공,T1,H01-H08,122, 출발 ,-
92,10시31분,마닐라 (MNL),OZ701아시아나항공,T1,B19-C36,21, 출발 ,-
93,10시33분,하노이 (HAN),KE479대한항공,T2,A B D E G,266, 출발 ,-
94,10시33분,하노이 (HAN),DL7696델타항공,T2,A B D E G,266, 출발 ,
95,10시33분,하노이 (HAN),VN3415베트남항공,T2,A B D E G,266, 출발 ,
96,10시36분,괌 (GUM),KE113대한항공,T2,C,254, 출발 ,-
97,10시36분,괌 (GUM),DL9038델타항공,T2,C,254, 출발 ,
98,10시37분,칼리보 (KLO),TW145티웨이항공,T1,H01-H08,124, 출발 ,-
99,10시39분,오사카/ 간사이 (KIX),RS711에어서울,T1,D01-D05,101, 출발 ,-
100,10시39분,오사카/ 간사이 (KIX),OZ9611아시아나항공,T1,D01-D05,101, 출발 ,
101,10시39분,옌타이 (YNT),MU5050중국동방항공,T1,H19-H30,129, 출발 ,-
102,10시39분,옌타이 (YNT),KE5845대한항공,T1,H19-H30,129, 출발 ,
103,10시40분,상하이/푸동 (PVG),KE893대한항공,T2,A B D E G,248, 출발 ,-
104,10시40분,상하이/푸동 (PVG),MU8357중국동방항공,T2,A B D E G,248, 출발 ,
105,10시40분,상하이/푸동 (PVG),FM8752상하이항공,T2,A B D E G,248, 출발 ,
106,10시42분,뉴욕/존에프케네디 (JFK),KE081대한항공,T2,C,267, 출발 ,-
107,10시42분,뉴욕/존에프케네디 (JFK),AR7861아르헨티나 항공,T2,C,267, 출발 ,
108,10시43분,광저우 (CAN),OZ369아시아나항공,T1,B19-C36,14, 출발 ,-
109,10시44분,클라크필드 (CRK),PR491필리핀항공,T1,J06-J10,38, 출발 ,-
110,10시45분,오사카/ 간사이 (KIX),TW281티웨이항공,T1,H01-H34,108, 출발 ,-
111,10시47분,나고야 (NGO),OZ122아시아나항공,T1,B19-C36,11, 출발 ,-
112,10시47분,나고야 (NGO),NH6964전일본공수 주식회사,T1,B19-C36,11, 출발 ,
113,10시51분,베이징 (PEK),OZ331아시아나항공,T1,B19-C36,18, 출발 ,-
114,10시51분,베이징 (PEK),CA5002중국국제항공,T1,B19-C36,18, 출발 ,
115,10시53분,홍콩 (HKG),CX415캐세이패시픽항공,T1,M01-M14,48, 출발 ,-
116,10시53분,홍콩 (HKG),QF8226콴타스항공,T1,M01-M14,48, 출발 ,
117,10시54분,치앙마이 (CNX),TW113티웨이항공,T1,H01-H08,103, 출발 ,-
118,10시56분,괌 (GUM),RS103에어서울,T1,D06-D09,131, 출발 ,-
119,10시56분,괌 (GUM),OZ9673아시아나항공,T1,D06-D09,131, 출발 ,
120,10시58분,호찌민 (SGN),OZ731아시아나항공,T1,B19-C36,24, 출발 ,-
121,10시59분,칭다오 (TAO),KE845대한항공,T2,A B D E G,264, 출발 ,-
122,10시59분,칭다오 (TAO),MU8359중국동방항공,T2,A B D E G,264, 출발 ,
123,11시01분,괌 (GUM),TW9301티웨이항공,T1,H01-H08,130, 출발 ,-
124,11시01분,호찌민 (SGN),KE681대한항공,T2,A B D E G,247, 출발 ,-
125,11시01분,호찌민 (SGN),DL7934델타항공,T2,A B D E G,247, 출발 ,
126,11시01분,호찌민 (SGN),VN3403베트남항공,T2,A B D E G,247, 출발 ,
127,11시03분,호찌민 (SGN),VN409베트남항공,T1,E01-E18,111, 출발 ,-
128,11시03분,호찌민 (SGN),KE5681대한항공,T1,E01-E18,111, 출발 ,
129,11시03분,도쿄/나리타 (NRT),ZE601이스타항공,T1,F05-F18,125, 출발 ,-
130,11시04분,선양 (SHE),KE831대한항공,T2,A B D E G,255, 출발 ,-
131,11시04분,선양 (SHE),CZ4516중국남방항공,T2,A B D E G,255, 출발 ,
132,11시05분,화롄 (HUN),ZE825이스타항공,T1,F05-F18,118, 출발 ,-
133,11시09분,도쿄/나리타 (NRT),TW211티웨이항공,T1,H01-H08,127, 출발 ,-
134,11시10분,톈진 (TSN),KE805대한항공,T2,A B D E G,234, 출발 ,-
135,11시10분,톈진 (TSN),MF9098샤먼항공,T2,A B D E G,234, 출발 ,
136,11시10분,충칭 (CKG),OZ353아시아나항공,T1,B19-C36,6, 출발 ,-
137,11시10분,충칭 (CKG),CA5042중국국제항공,T1,B19-C36,6, 출발 ,
138,11시11분,싱가포르 (SIN),SQ607싱가포르항공,T1,D10-D20,31, 출발 ,-
139,11시11분,싱가포르 (SIN),VA5407버진 오스트레일리아,T1,D10-D20,31, 출발 ,
140,11시11분,싱가포르 (SIN),OZ6781아시아나항공,T1,D10-D20,31, 출발 ,
141,11시12분,나고야 (NGO),KE741대한항공,T2,A B D E G,263, 출발 ,-
142,11시12분,나고야 (NGO),JL5216일본항공,T2,A B D E G,263, 출발 ,
143,11시12분,나고야 (NGO),AF7907에어 프랑스,T2,A B D E G,263, 출발 ,
144,11시12분,나고야 (NGO),DL7699델타항공,T2,A B D E G,263, 출발 ,
145,11시15분,오사카/ 간사이 (KIX),KE723대한항공,T2,A B D E G,245, 출발 ,-
146,11시15분,오사카/ 간사이 (KIX),JL5210일본항공,T2,A B D E G,245, 출발 ,
147,11시15분,오사카/ 간사이 (KIX),AF7884에어 프랑스,T2,A B D E G,245, 출발 ,
148,11시15분,오사카/ 간사이 (KIX),DL7698델타항공,T2,A B D E G,245, 출발 ,
149,11시16분,타이베이 (TPE),KE691대한항공,T2,A B D E G,233, 출발 ,-
150,11시16분,타이베이 (TPE),DL7694델타항공,T2,A B D E G,233, 출발 ,
151,11시16분,타이베이 (TPE),CI9065중화항공,T2,A B D E G,233, 출발 ,
152,11시17분,방콕/수완나폼 (BKK),TG659타이항공,T1,D10-D35,39, 출발 ,-
153,11시18분,도쿄/나리타 (NRT),7C1102제주항공,T1,M19-N06,36, 출발 ,-
154,11시18분,도쿄/나리타 (NRT),H19801한 에어,T1,M19-N06,36, 출발 ,
155,11시19분,상하이/푸동 (PVG),MU5052중국동방항공,T1,H19-H30,121, 출발 ,-
156,11시19분,상하이/푸동 (PVG),KE5879대한항공,T1,H19-H30,121, 출발 ,
157,11시19분,상하이/푸동 (PVG),CZ510중국남방항공,T1,H19-H30,121, 출발 ,
158,11시19분,상하이/푸동 (PVG),FM5052상하이항공,T1,H19-H30,121, 출발 ,
159,11시23분,하노이 (HAN),OZ727아시아나항공,T1,B19-C36,8, 출발 ,-
160,11시26분,샤먼 (XMN),KE887대한항공,T2,A B D E G,235, 출발 ,-
161,11시26분,샤먼 (XMN),MF9018샤먼항공,T2,A B D E G,235, 출발 ,
162,11시26분,애틀랜타 (ATL),KE035대한항공,T2,C,265, 출발 ,-
163,11시26분,애틀랜타 (ATL),DL7851델타항공,T2,C,265, 출발 ,
164,11시28분,도쿄/나리타 (NRT),OZ102아시아나항공,T1,B19-C36,46, 출발 ,-
165,11시28분,도쿄/나리타 (NRT),NZ4060에어 뉴질랜드,T1,B19-C36,46, 출발 ,
166,11시28분,도쿄/나리타 (NRT),NH6972전일본공수 주식회사,T1,B19-C36,46, 출발 ,
167,11시28분,도쿄/나리타 (NRT),UA7318유나이티드항공,T1,B19-C36,46, 출발 ,
168,11시28분,도쿄/나리타 (NRT),EY8453에티하드 항공,T1,B19-C36,46, 출발 ,
169,11시31분,하노이 (HAN),OZ729아시아나항공,T1,B19-C36,28, 출발 ,-
170,11시32분,허페이 (HFE),KE813대한항공,T2,A B D E G,243, 출발 ,-
171,11시33분,오사카/ 간사이 (KIX),MM012피치항공,T1,N07-N10,113, 출발 ,-
172,11시34분,방콕/수완나폼 (BKK),KE657대한항공,T2,A B D E G,252, 출발 ,-
173,11시34분,방콕/수완나폼 (BKK),DL7894델타항공,T2,A B D E G,252, 출발 ,
174,11시34분,방콕/수완나폼 (BKK),HA6009하와이안 항공,T2,A B D E G,252, 출발 ,
175,11시35분,시카고/오헤어 (ORD),KE037대한항공,T2,C,258, 출발 ,-
176,11시35분,시카고/오헤어 (ORD),DL7863델타항공,T2,C,258, 출발 ,
177,11시36분,다낭 (DAD),LJ085진에어,T1,F19-G11,108, 출발 ,-
178,11시37분,칭다오 (TAO),MU2044중국동방항공,T1,H19-H30,132, 출발 ,-
179,11시38분,하노이 (HAN),VN417베트남항공,T1,E01-E18,107, 출발 ,-
180,11시38분,하노이 (HAN),KE5683대한항공,T1,E01-E18,107, 출발 ,
181,11시40분,지난 (TNA),SC409T산동항공,T1,N09-N15,, 결항 ,-
182,11시42분,타이베이 (TPE),LJ081진에어,T1,F19-G11,106, 출발 ,-
183,11시42분,타이베이 (TPE),KE5755대한항공,T1,F19-G11,106, 출발 ,
184,11시45분,니가타 (KIJ),KE763대한항공,T2,A B D E G,238, 출발 ,-
185,11시45분,니가타 (KIJ),AZ2765알리탈리아,T2,A B D E G,238, 출발 ,
186,11시45분,니가타 (KIJ),DL7901델타항공,T2,A B D E G,238, 출발 ,
187,11시45분,니가타 (KIJ),AF7898에어 프랑스,T2,A B D E G,238, 출발 ,
188,11시45분,니가타 (KIJ),JL5226일본항공,T2,A B D E G,238, 출발 ,
189,11시47분,홍콩 (HKG),OZ721아시아나항공,T1,B19-C36,15, 출발 ,-
190,11시47분,홍콩 (HKG),UA7306유나이티드항공,T1,B19-C36,15, 출발 ,
191,11시47분,홍콩 (HKG),HX1551홍콩항공,T1,B19-C36,15, 출발 ,
192,11시47분,홍콩 (HKG),SA7171남아프리카항공,T1,B19-C36,15, 출발 ,
193,11시49분,후쿠오카 (FUK),KE745대한항공,T2,A B D E G,249, 출발 ,-
194,11시49분,후쿠오카 (FUK),JL5272일본항공,T2,A B D E G,249, 출발 ,
195,11시49분,후쿠오카 (FUK),AF7906에어 프랑스,T2,A B D E G,249, 출발 ,
196,11시52분,런던/히드로 (LHR),BA018영국항공,T1,J01-J06,33, 출발 ,-
197,11시55분,칭다오 (TAO),MU2040중국동방항공,T1,H19-H34,, 결항 ,-
198,11시55분,칭다오 (TAO),KE5853대한항공,T1,H19-H34,, 결항 ,
199,11시56분,미야자키 (KMI),ZE661이스타항공,T1,F05-F18,128, 출발 ,-
200,11시58분,삿포로 (CTS),KE765대한항공,T2,A B D E G,266, 출발 ,-
201,11시58분,삿포로 (CTS),AF7896에어 프랑스,T2,A B D E G,266, 출발 ,
202,11시58분,삿포로 (CTS),EY8489에티하드 항공,T2,A B D E G,266, 출발 ,
203,11시58분,삿포로 (CTS),KL4255케에엘엠네덜란드항공,T2,A B D E G,266, 출발 ,
204,11시58분,삿포로 (CTS),JL5208일본항공,T2,A B D E G,266, 출발 ,
205,11시58분,삿포로 (CTS),DL7898델타항공,T2,A B D E G,266, 출발 ,
206,11시59분,타이중/칭촨강 (RMQ),TW669티웨이항공,T1,H01-H08,112, 출발 ,-
207,12시01분,다낭 (DAD),VN431베트남항공,T1,E01-E18,105, 출발 ,-
208,12시01분,다낭 (DAD),KE5673대한항공,T1,E01-E18,105, 출발 ,
209,12시01분,오사카/ 간사이 (KIX),KE727대한항공,T2,A B D E G,250, 출발 ,-
210,12시01분,오사카/ 간사이 (KIX),JL5270일본항공,T2,A B D E G,250, 출발 ,
211,12시01분,오사카/ 간사이 (KIX),AF7872에어 프랑스,T2,A B D E G,250, 출발 ,
212,12시03분,워싱턴 (IAD),KE093대한항공,T2,C,251, 출발 ,-
213,12시03분,워싱턴 (IAD),DL7857델타항공,T2,C,251, 출발 ,
214,12시06분,토론토 (YYZ),KE073대한항공,T2,A B D E G,256, 출발 ,-
215,12시06분,방콕/수완나폼 (BKK),TG657타이항공,T1,D10-D35,40, 출발 ,-
216,12시08분,쿠알라룸푸르 (KUL),MH067말레이시아 에어라인스,T1,H29-H34,26, 출발 ,-
217,12시08분,쿠알라룸푸르 (KUL),KE5671대한항공,T1,H29-H34,26, 출발 ,
218,12시09분,디트로이트 (DTW),DL158델타항공,T2,F01-F08,254, 출발 ,-
219,12시09분,디트로이트 (DTW),KE7273대한항공,T2,F01-F08,254, 출발 ,
220,12시11분,옌지(연길) (YNJ),OZ351아시아나항공,T1,B19-C36,9, 출발 ,-
221,12시11분,옌지(연길) (YNJ),CA5016중국국제항공,T1,B19-C36,9, 출발 ,
222,12시13분,타이베이 (TPE),BR149에바항공,T1,,18, 출발 ,-
223,12시13분,타이베이 (TPE),OZ6877아시아나항공,T1,,18, 출발 ,
224,12시13분,타이베이 (TPE),TG6395타이항공,T1,,18, 출발 ,
225,12시13분,타이베이 (TPE),NZ4921에어 뉴질랜드,T1,,18, 출발 ,
226,12시14분,닝보 (NGB),BX369에어부산,T1,L19-L22,114, 출발 ,-
227,12시16분,상하이/푸동 (PVG),OZ361아시아나항공,T1,B19-C36,22, 출발 ,-
228,12시18분,다낭 (DAD),VJ881비엣젯항공,T1,E19-E36,115, 출발 ,-
229,12시18분,마드리드 (MAD),KE913대한항공,T2,A B D E G,242, 출발 ,-
230,12시18분,마드리드 (MAD),UX3601에어 유로파,T2,A B D E G,242, 출발 ,
231,12시20분,시안 (XIY),OZ347아시아나항공,T1,B19-C36,32, 출발 ,-
232,12시20분,시안 (XIY),ZH3304심천항공,T1,B19-C36,32, 출발 ,
233,12시20분,칭다오 (TAO),SC4618산동항공,T1,N09-N15,, 결항 ,-
234,12시20분,칭다오 (TAO),CA4618중국국제항공,T1,N09-N15,, 결항 ,
235,12시20분,칭다오 (TAO),OZ6707아시아나항공,T1,N09-N15,, 결항 ,
236,12시21분,하노이 (HAN),KE483대한항공,T2,A B D E G,246, 출발 ,-
237,12시21분,하노이 (HAN),VN3417베트남항공,T2,A B D E G,246, 출발 ,
238,12시21분,하노이 (HAN),DL9032델타항공,T2,A B D E G,246, 출발 ,
239,12시24분,프랑크푸르트 (FRA),OZ541아시아나항공,T1,B19-C36,10, 출발 ,-
240,12시24분,칼리보 (KLO),8Y701팬퍼시픽항공,T1,M01-M10,37, 출발 ,-
241,12시25분,칼리보 (KLO),5J181세부퍼시픽항공,T1,,117, 출발 ,-
242,12시27분,톈진 (TSN),OZ327아시아나항공,T1,B19-C36,20, 출발 ,-
243,12시27분,톈진 (TSN),CA5014중국국제항공,T1,B19-C36,20, 출발 ,
244,12시28분,상하이/푸동 (PVG),KE897대한항공,T2,A B D E G,232, 출발 ,-
245,12시28분,상하이/푸동 (PVG),MU8377중국동방항공,T2,A B D E G,232, 출발 ,
246,12시28분,상하이/푸동 (PVG),FM8756상하이항공,T2,A B D E G,232, 출발 ,
247,12시30분,홍콩 (HKG)(경유),CX421캐세이패시픽항공,T1,M01-M14,50, 출발 ,-
248,12시32분,쿠알라룸푸르 (KUL),D7507에어아시아엑스,T1,E19-E26,126, 출발 ,-
249,12시34분,홍콩 (HKG),KE613대한항공,T2,A B D E G,247, 출발 ,-
250,12시34분,홍콩 (HKG),DL7697델타항공,T2,A B D E G,247, 출발 ,
251,12시35분,헬싱키 (HEL),AY042핀에어,T1,H09-H16,43, 출발 ,-
252,12시37분,칭다오 (TAO),OZ317아시아나항공,T1,B19-C36,19, 출발 ,-
253,12시37분,칭다오 (TAO),CA5010중국국제항공,T1,B19-C36,19, 출발 ,
254,12시37분,칭다오 (TAO),SC317산동항공,T1,B19-C36,19, 출발 ,
255,12시37분,홍콩 (HKG),CX417캐세이패시픽항공,T1,M01-M10,49, 출발 ,-
256,12시37분,홍콩 (HKG),QF8228콴타스항공,T1,M01-M10,49, 출발 ,
257,12시40분,상하이/푸동 (PVG),OZ363아시아나항공,T1,B19-C36,24, 출발 ,-
258,12시41분,타슈켄트 (TAS),HY512우즈베키스탄항공,T1,M11-M18,35, 출발 ,-
259,12시41분,타슈켄트 (TAS),KE5941대한항공,T1,M11-M18,35, 출발 ,
260,12시43분,하이커우 (HAK)(경유),CZ340중국남방항공,T1,J01-J18,103, 출발 ,-
261,12시43분,하이커우 (HAK)(경유),KE5829대한항공,T1,J01-J18,103, 출발 ,
262,12시45분,옌청 (YNZ),OZ337아시아나항공,T1,B19-C36,11, 출발 ,-
263,12시46분,타이베이 (TPE),OZ711아시아나항공,T1,B19-C36,17, 출발 ,-
264,12시46분,타이베이 (TPE),BR2147에바항공,T1,B19-C36,17, 출발 ,
265,12시48분,다낭 (DAD),RS513에어서울,T1,C21-D06,110, 출발 ,-
266,12시54분,클라크필드 (CRK),8Y771팬퍼시픽항공,T1,,42, 출발 ,-
267,12시57분,호찌민 (SGN),VJ865비엣젯항공,T1,E35-E36,109, 출발 ,-
268,12시59분,도쿄/나리타 (NRT),KE703대한항공,T2,A B D E G,248, 출발 ,-
269,12시59분,도쿄/나리타 (NRT),AF7890에어 프랑스,T2,A B D E G,248, 출발 ,
270,12시59분,도쿄/나리타 (NRT),AM6750아에로멕시코,T2,A B D E G,248, 출발 ,
271,12시59분,도쿄/나리타 (NRT),JL5202일본항공,T2,A B D E G,248, 출발 ,
272,12시59분,도쿄/나리타 (NRT),DL7885델타항공,T2,A B D E G,248, 출발 ,
273,12시59분,도쿄/나리타 (NRT),TN1577에어 타히티 누이,T2,A B D E G,248, 출발 ,
274,13시03분,나트랑 (CXR),VJ837비엣젯항공,T1,E01-E04,123, 출발 ,-
275,13시05분,타이베이 (TPE),B7169유니항공,T1,E13-E17,38, 출발 ,-
276,13시05분,타이베이 (TPE),BR2169에바항공,T1,E13-E17,38, 출발 ,
277,13시09분,다낭 (DAD),KE485대한항공,T2,A B D E G,236, 출발 ,-
278,13시09분,다낭 (DAD),DL9046델타항공,T2,A B D E G,236, 출발 ,
279,13시11분,후쿠오카 (FUK),7C1408제주항공,T1,M19-N06,34, 출발 ,-
280,13시11분,후쿠오카 (FUK),H19911한 에어,T1,M19-N06,34, 출발 ,
281,13시14분,톈진 (TSN),GS7994천진항공,T1,H13-H18,48, 출발 ,-
282,13시16분,보홀 팡라오 (TAG),7C4407제주항공,T1,M19-N06,45, 출발 ,-
283,13시18분,뮌헨 (MUC),LH719루프트한자 독일항공,T1,E19-E28,27, 출발 ,-
284,13시20분,방콕/수완나폼 (BKK),TG689타이항공,T1,D10-D35,39, 출발 ,-
285,13시22분,반다르스리브가완 (BWN),BI652로얄브루나이항공,T1,E09-E12,37, 출발 ,-
286,13시22분,반다르스리브가완 (BWN),KE5651대한항공,T1,E09-E12,37, 출발 ,
287,13시24분,홍콩 (HKG),ZE931이스타항공,T1,F05-F18,127, 출발 ,-
288,13시26분,하바로프스크 (KHV),HZ5451오로라항공,T1,E01-E08,28, 출발 ,-
289,13시26분,하바로프스크 (KHV),KE5985대한항공,T1,E01-E08,28, 출발 ,
290,13시26분,하바로프스크 (KHV),SU5451아에로플로트 러시아항공,T1,E01-E08,28, 출발 ,
291,13시28분,프라하 (PRG),OK191체코항공,T2,C28-C34,239, 출발 ,-
292,13시28분,프라하 (PRG),KE5935대한항공,T2,C28-C34,239, 출발 ,
293,13시30분,홍콩 (HKG),UO619홍콩익스프레스,T1,D25-D29,121, 출발 ,-
294,13시32분,히로시마 (HIJ),RS753에어서울,T1,C21-D05,101, 출발 ,-
295,13시32분,히로시마 (HIJ),OZ9653아시아나항공,T1,C21-D05,101, 출발 ,
296,13시33분,싱가포르 (SIN),SQ611싱가포르항공,T1,D10-D17,30, 출발 ,-
297,13시33분,싱가포르 (SIN),OZ6725아시아나항공,T1,D10-D17,30, 출발 ,
